,city,century,Income ($)
9387,Plymouth,20,38600
9388,Managua,20,17200
9389,Nuuk,19,25800
9390,Tirana,20,22200
9391,The Valley,19,11600
9392,Macao,20,38600
9393,Pyongyang,19,5400
9394,Brazzaville,20,25800
9395,Tashkent,20,11600
9396,Sanaa,19,6500
9397,Macao,19,11600
9398,Yerevan,20,9300
9399,Brussels,20,6500
9400,Hamilton,19,25800
9401,Ulan Bator,19,5400
9402,Rabat,19,22200
9403,Buenos Aires,19,5400
9404,Palikir,19,20900
9405,Tbilisi,20,12400
9406,Moscow,19,6500
9407,Papeete,19,22200
9408,Hamilton,19,39500
9409,Antananarivo,19,34400
9410,Ottawa,19,9300
9411,Tehran,19,20900
9412,Longyearbyen,19,24100
9413,Chisinau,19,6500
9414,Santiago,20,17200
9415,Oslo,19,3100
9416,Wellington,19,24100
9417,Manama,19,11600
9418,Quito,20,9000
9419,Pyongyang,19,9300
9420,Kingston,19,9300
9421,Mata Utu,20,5400
9422,Dodoma,20,9000
9423, Caribbean,21,17200
9424,Port-au-Prince,20,11600
9425,Malabo,20,9300
9426,Chisinau,19,6500
9427,Windhoek,20,11600
9428,Skopje,19,20900
9429,Funafuti,20,22200
9430,El-Aaiun,19,9300
9431,Vienna,20,9300
9432,Tokyo,19,22200
9433,Kiev,19,9000
9434,Luxembourg,19,38600
9435,St. George's,20,9000
9436,Libreville,20,12400
9437,Brazzaville,19,17200
9438,St Peter Port,20,34400
9439,Bamako,19,12400
9440,Victoria,19,43100
9441,Taipei,19,11600
9442,Mamoudzou,19,9000
9443,Nairobi,19,17200
9444,Basse-Terre,20,5400
9445,Bujumbura,20,12400
9446,Abu Dhabi,20,9300
9447,Bangui,20,20900
9448,San Jose,20,9300
9449,Doha,20,9300
9450,Valletta,19,17200
9451,Belgrade,19,24100
9452,Dodoma,20,11600
9453,Bridgetown,20,17200
9454,Jamestown,20,6500
9455,Kingston,20,5400
9456,Dodoma,20,12400
9457,Phnom Penh,20,9000
9458,Antananarivo,20,12400
9459,Vilnius,20,9300
9460,Suva,20,9300
9461,George Town,19,42800
9462,Skopje,20,9300
9463,Algiers,20,6500
9464,Port-au-Prince,20,6500
9465,Damascus,19,17200
9466,Macao,20,9300
9467,Mbabane,19,17200
9468,Berlin,20,22200
9469,Port Vila,18,12400
9470,Dakar,20,9000
9471,"Douglas, Isle of Man",19,25800
9472,Lisbon,20,9300
9473,Kingston,19,17200
9474,Brazzaville,19,6500
9475,Caracas,19,9300
9476,Singapur,19,17200
9477,Saipan,20,9300
9478,Manila,20,11600
9479,Abuja,20,9000
9480,Chisinau,20,5400
9481,Taipei,20,22200
9482,Lisbon,20,3100
9483,Kuala Lumpur,20,6500
9484,Amman,20,5400
9485,Bujumbura,20,9300
9486,Philipsburg,20,6500
9487,Honiara,19,17200
9488,Kinshasa,20,22200
9489,Ulan Bator,19,34400
9490,Roseau,20,25800
9491,Kiev,20,9000
9492,Kingston,20,12400
9493,Prague,20,11600
9494,Jamestown,20,11600
9495,Yaren,20,9000
9496,Hamilton,20,9300
9497,Oslo,20,6500
9498,Tokyo,20,22200
9499,Grytviken,19,9300
9500,Wellington,21,6500
9501,Basse-Terre,20,11600
9502,Bridgetown,20,25800
9503,Malabo,20,22200
9504,Santo Domingo,20,9000
9505,Vilnius,20,20900
9506,Philipsburg,20,12400
9507,Bucharest,20,17200
9508,Rabat,20,9000
9509,Macao,20,11600
9510,Port Louis,20,3100
9511,Lusaka,20,11600
9512,Noumea,20,24100
9513,Berlin,20,9300
9514,Islamabad,20,9300
9515,Cayenne,20,17200
9516,St Peter Port,20,34400
9517,Caracas,19,11600
9518,Dakar,20,9300
9519,Wellington,20,42800
9520,Nay Pyi Taw,20,6500
9521,Oslo,20,11600
9522,Vientiane,20,9300
9523,Montevideo,20,12400
9524,Vaduz,19,22200
9525,Pyongyang,19,5400
9526,Asuncion,19,3100
9527,Saint-Pierre,20,11600
9528,Asmara,19,5400
9529,N'Djamena,19,9300
9530,Riyadh,19,9300
9531,Plymouth,19,9000
9532,Nouakchott,20,5400
9533,Ashgabat,20,5400
9534,Sucre,19,9000
9535,Jamestown,20,9300
9536,Mata Utu,20,3100
9537,Doha,20,6500
9538,Palikir,20,9300
9539,Caracas,20,9300
9540,Gaborone,20,6500
9541,Sucre,20,11600
9542,Porto-Novo,20,45500
9543,Saint Helier,20,5400
9544,Cairo,20,9000
9545,Niamey,19,3100
9546,Amsterdam,19,9300
9547,Tarawa,20,20900
9548,Washington,19,5400
9549,Dushanbe,20,12400
9550, Africa,21,9300
9551,Bratislava,20,9300
9552,Vientiane,20,20900
9553,Hanoi,20,38600
9554,Copenhagen,20,20900
9555,New Delhi,20,17200
9556,Vaduz,20,12400
9557,Flying Fish Cove,20,9000
9558,Bern,20,9300
9559,Rabat,20,6500
9560,Ulan Bator,20,5400
9561,Accra,19,12400
9562,Avarua,19,20900
9563,Gaborone,20,20900
9564,Kigali,19,22200
9565,Port-au-Prince,19,6500
9566,Athens,20,9300
9567,Kiev,20,11600
9568,Valletta,20,9300
9569,East Jerusalem,19,24100
9570,Moscow,20,12400
9571,Noumea,20,11600
9572,Kingstown,20,6500
9573,Tashkent,20,9300
9574,Addis Ababa,20,9300
9575,Managua,20,25800
9576,Yerevan,20,24100
9577,Beirut,20,6500
9578,Alofi,20,17200
9579,Dushanbe,20,24100
9580,Melekeok,20,9000
9581,Addis Ababa,20,9000
9582,Apia,20,9300
9583,Asmara,20,12400
9584,Tegucigalpa,20,5400
9585, Micronesia,21,38600
9586,Bern,20,3100
9587,Longyearbyen,20,5400
9588,Longyearbyen,20,9000
9589,Georgetown,20,22200
9590,Nouakchott,20,9300
9591,Apia,20,9300
9592,Port of Spain,20,9000
9593,Colombo,20,12400
9594,Marigot,20,9000
9595,Beijing,20,25800
9596,Thimphu,20,11600
9597,Adamstown,19,9300
9598,Pristina,20,17200
9599,Rome,20,43100
9600,St. John's,20,25800
9601,Chisinau,20,12400
9602,Gustavia,20,9300
9603,Islamabad,20,11600
9604,Moscow,20,11600
9605,Moroni,20,6500
9606,Dodoma,20,22200
9607,Port of Spain,20,9300
9608,Gaborone,20,5400
9609,Pago Pago,19,43100
9610,Santiago,19,9300
9611,Nouakchott,19,17200
9612,Male,20,9000
9613,Dushanbe,19,9000
9614,Basse-Terre,20,9300
9615,Nairobi,20,6500
9616,Gustavia,20,34700
9617,Philipsburg,20,9300
9618,Palikir,20,22200
9619,Brussels,20,20900
9620,Yaren,20,12400
9621,San Marino,20,3100
9622,Fort-de-France,20,3100
9623,Longyearbyen,19,20900
9624,Helsinki,20,9300
9625,San Salvador,20,20900
9626,Hanoi,20,12400
9627,Mexico City,20,9300
9628,Funafuti,20,12400
9629,Stanley,20,22200
9630,Zagreb,20,9000
9631,Mexico City,20,11600
9632,Dakar,20,9000
9633,Sofia,20,34400
9634,Victoria,20,9300
9635,Kiev,19,9300
9636,Monrovia,20,20900
9637,Roseau,20,9000
9638,Alofi,19,11600
9639,Bissau,20,3100
9640,Bangui,20,12400
9641,Ouagadougou,19,12400
9642,Flying Fish Cove,19,12400
9643,Pago Pago,20,9000
9644,Port of Spain,20,9000
9645,Damascus,20,6500
9646,Victoria,20,9300
9647,George Town,21,34400
9648,Antananarivo,18,20900
9649,Prague,19,9000
9650,Victoria,20,6500
9651,Banjul,20,6500
9652,Yaren,20,9300
9653,Papeete,20,25800
9654,Tripolis,20,5400
9655,Saint-Denis,20,6500
9656,El-Aaiun,20,9000
9657,Islamabad,20,25800
9658,George Town,20,22200
9659,Plymouth,20,25800
9660,Kigali,20,6500
9661,Port of Spain,20,9000
9662,Nicosia,20,9300
9663,Windhoek,20,9000
9664,Paris,20,9300
9665,Athens,20,22200
9666,Wellington,20,22200
9667,Athens,19,17200
9668,St. John's,19,34400
9669,Niamey,19,24100
9670, Polynesia,18,20900
9671,Canberra,20,22200
9672,Avarua,20,9000
9673,El-Aaiun,20,22200
9674,Monrovia,20,3100
9675,Islamabad,18,22200
9676,Paramaribo,20,9300
9677,Honiara,20,22200
9678,Skopje,19,9300
9679,Praia,20,11600
9680,Roseau,20,9300
9681,Maseru,20,9300
9682,El-Aaiun,20,11600
9683,Asmara,20,12400
9684,Lisbon,19,25800
9685,Niamey,20,9300
9686,Brasilia,20,5400
9687, Asia,21,22200
9688,Nicosia,20,34400
9689,Malabo,20,9300
9690,Luxembourg,19,11600
9691,Kingston,19,6500
9692,Kabul,19,11600
9693,Vilnius,20,5400
9694,San Salvador,20,12400
9695,Stanley,19,9300
9696,Tirana,19,9000
9697,Pretoria,19,34400
9698,Buenos Aires,20,3100
9699,Nuku'alofa,19,6500
9700,Skopje,19,9300
9701,Chisinau,20,22200
9702,St Peter Port,19,25800
9703,Diego Garcia,18,12400
9704,Belmopan,19,24100
9705,Fort-de-France,20,17200
9706,Ankara,19,17200
9707,St. John's,19,9300
9708,Islamabad,19,17200
9709,Addis Ababa,20,17200
9710,Diego Garcia,20,9300
9711,Tallinn,19,9300
9712,Minsk,20,22200
9713,Flying Fish Cove,20,12400
9714,Riyadh,20,12400
9715,Abuja,20,11600
9716,Phnom Penh,20,9300
9717,Kinshasa,20,20900
9718,Bangkok,20,11600
9719,Bucharest,20,17200
9720,Ouagadougou,19,9000
9721,El-Aaiun,19,38600
9722,Cayenne,20,6500
9723,Roseau,20,9000
9724,Athens,19,22200
9725,Plymouth,20,17200
9726,Tashkent,19,9300
9727,San Juan,20,11600
9728,Road Town,20,11600
9729,Port of Spain,19,6500
9730,St Peter Port,20,12400
9731,Seoul,19,17200
9732,Kralendijk,19,9300
9733,Baku,18,9300
9734,Melekeok,20,17200
9735,Pyongyang,20,9000
9736,Palikir,20,3100
9737, Europe,18,9300
9738,Andorra la Vella,19,6500
9739,Juba,20,9300
9740,Dakar,19,9000
9741,Jerusalem,20,9300
9742, Europe,18,9300
9743,Lima,19,24100
9744,Tokyo,19,9000
9745,Bishkek,20,17200
9746,Abuja,19,11600
9747,Tallinn,19,17200
9748,Dhaka,20,11600
9749,Nairobi,20,6500
9750,Harare,20,43100
9751,Kingston,19,17200
9752,Managua,20,22200
9753,Mariehamn,20,9300
9754,Brussels,20,9000
9755,Porto-Novo,20,6500
9756,Avarua,20,9000
9757,Niamey,20,17200
9758,Diego Garcia,20,9000
9759,Tunis,20,11600
9760,Harare,20,9000
9761,Port-au-Prince,20,49000
9762,Amsterdam,20,11600
9763,Zagreb,20,25800
9764,Vientiane,20,9300
9765,Castries,20,9300
9766,Asuncion,20,17200
9767,Saint-Denis,20,12400
9768,Hagatna,19,5400
9769,Bern,20,12400
9770,Ouagadougou,20,9300
9771,Willemstad,20,12400
9772,Avarua,20,9300
9773,Rabat,20,22200
9774,Yaounde,19,11600
9775,Hamilton,20,17200
9776,Mbabane,20,9300
9777,Bucharest,20,12400
9778, Africa,21,34400
9779,Havana,21,25800
9780,Saint Helier,20,5400
9781,Antananarivo,20,12400
9782,London,20,17200
9783,Paris,20,12400
9784,Ankara,20,3100
9785,Lome,20,17200
9786,Amsterdam,20,11600
9787,Luxembourg,20,17200
9788,Saint Helier,20,20900
9789,Mogadishu,20,9300
9790,Thimphu,19,9300
9791,Noumea,19,5400
9792,Ouagadougou,19,20900
9793,San Marino,20,9300
9794,Yaren,19,34700
9795,St. John's,20,12400
9796,Asuncion,20,9300
9797,Praia,20,5400
9798,Beirut,20,9300
9799,Port Louis,19,17200
9800,Charlotte Amalie,19,9300
9801,Brussels,20,6500
9802,Nassau,20,34700
9803,Fort-de-France,20,9000
9804,Nuuk,20,25800
9805,Helsinki,20,9000
9806,Sanaa,20,9300
9807,El-Aaiun,20,9300
9808,Bishkek,20,9300
9809,Nairobi,20,20900
9810,Nuuk,19,9300
9811,Bridgetown,20,3100
9812,Bujumbura,20,9000
9813,Noumea,20,12400
9814,Basseterre,20,3100
9815,Tallinn,20,34700
9816,Vienna,20,11600
9817,Monrovia,20,22200
9818,Managua,20,9300
9819,Sanaa,18,6500
9820,Melekeok,20,11600
9821, South America,18,9300
9822,Stanley,20,12400
9823,Yaounde,20,24100
9824,New Delhi,20,5400
9825,Moscow,20,42800
9826,Majuro,20,12400
9827,Kingston,19,17200
9828,Helsinki,20,9300
9829,Ankara,20,22200
9830,Cockburn Town,20,9000
9831,East Jerusalem,20,6500
9832,Windhoek,20,20900
9833,Mariehamn,20,20900
9834,Warsaw,19,9000
9835,Berlin,19,9000
9836,Ashgabat,20,9300
9837,Flying Fish Cove,20,9300
9838,Male,20,6500
9839,N'Djamena,19,12400
9840,Marigot,19,6500
9841,Antananarivo,20,17200
9842,Fort-de-France,20,34400
9843,Hagatna,20,20900
9844,Santiago,19,6500
9845,Juba,19,11600
9846,Lisbon,20,11600
9847,Port Louis,20,5400
9848,Yamoussoukro,19,17200
9849,Santo Domingo,20,5400
9850,Santiago,20,9000
9851,Bandar Seri Begawan,20,9000
9852,San Juan,20,3100
9853,Nassau,20,17200
9854,Georgetown,20,43100
9855,Apia,20,6500
9856,St Peter Port,20,20900
9857,N'Djamena,19,6500
9858,San Salvador,20,9000
9859,Bamako,20,9000
9860,Ulan Bator,20,3100
9861,Riyadh,18,6500
9862,Kralendijk,20,11600
9863,Tegucigalpa,20,9000
9864,Longyearbyen,20,9300
9865,Roseau,20,11600
9866,Marigot,20,11600
9867,Dakar,18,25800
9868,Pyongyang,20,9300
9869,Sao Tome,20,39500
9870,Saint-Pierre,20,20900
9871, Oceania,21,6500
9872,Roseau,20,20900
9873,Asmara,20,24100
9874,Honiara,20,17200
9875,Paramaribo,20,6500
9876,Kralendijk,20,43100
9877,Longyearbyen,20,12400
9878,Seoul,20,22200
9879,Antananarivo,20,11600
9880,Nicosia,21,9300
9881,Asuncion,20,5400
9882,Damascus,20,11600
9883,San Salvador,20,6500
9884,Paramaribo,20,22200
9885,Tbilisi,20,11600
9886,Lome,20,11600
9887,N'Djamena,20,9300
9888,Porto-Novo,20,9300
9889,Flying Fish Cove,20,12400
9890,Sao Tome,19,9300
9891,Vatican City,20,17200
9892,Quito,19,24100
9893,Conakry,20,3100
9894,Banjul,20,9300
9895,Yerevan,20,3100
9896,Dublin,20,12400
9897,Nuku'alofa,20,9300
9898,The Valley,20,5400
9899,Bratislava,20,9000
9900,Philipsburg,19,9300
9901,Khartoum,20,12400
9902,Belgrade,20,11600
9903,Quito,20,9300
9904,Conakry,20,20900
9905,Saint-Denis,20,9000
9906,Brussels,20,17200
9907,Port-aux-Francais,20,12400
9908,Phnom Penh,20,12400
9909,Ljubljana,20,12400
9910,Nuuk,20,12400
9911,St Peter Port,20,42800
9912,Dushanbe,20,5400
9913,Baku,19,6500
9914,Brazzaville,20,3100
9915,Athens,20,9300
9916, Europe,18,11600
9917,St. John's,21,6500
9918,Niamey,20,12400
9919,Libreville,20,3100
9920,Bamako,20,11600
9921,Washington,20,17200
9922,Plymouth,20,12400
9923,Suva,19,20900
9924,Grytviken,20,20900
9925,Jerusalem,20,6500
9926,Brussels,20,34400
9927,Nicosia,20,24100
9928,Asmara,20,12400
9929,Vientiane,20,3100
9930,Podgorica,19,9300
9931,Yerevan,20,11600
9932,Santo Domingo,20,22200
9933,Alofi,20,9300
9934,Bangkok,20,3100
9935,Tegucigalpa,20,6500
9936,Montevideo,20,9300
9937,Ljubljana,20,6500
9938,Damascus,20,12400
9939,Fort-de-France,20,9300
9940, Caribbean,21,12400
9941,Thimphu,20,12400
9942,St Peter Port,20,20900
9943,Castries,21,9300
9944,Plymouth,19,22200
9945,Ulan Bator,20,9300
9946,Conakry,19,11600
9947,Vienna,20,9300
9948,Minsk,20,34400
9949,Alofi,20,12400
9950,Pretoria,20,12400
9951,Tunis,20,12400
9952,Pristina,20,17200
9953,Mamoudzou,20,5400
9954,Amsterdam,20,9300
9955,Lome,19,11600
9956,Addis Ababa,20,9300
9957,Kathmandu,20,9300
9958,Funafuti,20,11600
9959,Ouagadougou,20,22200
9960,Longyearbyen,20,17200
9961,Berlin,20,9300
9962, Eastern Europe,21,17200
9963,Diego Garcia,20,9000
9964,George Town,20,9300
9965,Lilongwe,20,9000
9966,Abu Dhabi,20,9000
9967,Budapest,20,9000
9968,Basse-Terre,20,5400
9969,Port of Spain,20,3100
9970,Vatican City,20,11600
9971,Longyearbyen,20,20900
9972,Accra,20,5400
9973,Caracas,20,6500
9974,Monaco,20,5400
9975,Mexico City,20,9300
9976,Juba,20,5400
9977,Rabat,20,6500
9978,Avarua,20,5400
9979,Lima,20,20900
9980,San Jose,21,17200
9981,Prague,19,9300
9982,Brussels,19,3100
9983,Libreville,20,9000
9984,Phnom Penh,20,6500
9985,Djibouti,19,9300
9986,Flying Fish Cove,20,5400
9987,Jakarta,20,6500
9988,Madrid,20,25800
9989,Basse-Terre,20,25800
9990,Quito,20,11600
9991,Kinshasa,20,3100
9992,Roseau,20,9300
9993,Vaduz,20,12400
9994,Algiers,19,25800
9995,Valletta,20,11600
9996,Skopje,20,11600
9997,Adamstown,20,9000
9998,Luanda,20,20900
9999,Saint-Pierre,20,11600
10000,Bangkok,20,24100
10001,Ashgabat,20,12400
10002,Grytviken,20,9300
10003,San Salvador,20,9000
10004,Reykjavik,20,38600
10005,Windhoek,20,11600
10006,Port Louis,20,9300
10007,Tashkent,20,45500
10008,Hong Kong,20,12400
10009,Nicosia,20,9300
10010,New Delhi,19,22200
10011, Asia,21,11600
10012,Guatemala City,20,11600
10013,Lima,20,11600
10014,Djibouti,19,6500
10015,Lusaka,19,24100
10016,Beirut,20,24100
10017,Pyongyang,20,5400
10018,Riga,20,6500
10019,Melekeok,21,9000
10020,Podgorica,20,9000
10021,Funafuti,20,3100
10022,Panama City,20,12400
10023,Vilnius,20,9000
10024,Bandar Seri Begawan,20,9300
10025,Colombo,20,11600
10026,Beijing,20,9000
10027,Basseterre,19,5400
10028,Brasilia,20,20900
10029,Kingston,20,12400
10030,Manila,20,5400
10031,Rabat,20,12400
10032,Amsterdam,20,25800
10033,Bridgetown,20,12400
10034,Riga,19,9300
10035,Mbabane,20,20900
10036,Gibraltar,20,22200
10037,Bangkok,20,9000
10038,Kathmandu,20,3100
10039,Phnom Penh,20,17200
10040,Mexico City,20,5400
10041,Longyearbyen,20,9300
10042,Tripolis,20,9300
10043,Pago Pago,20,20900
10044,Dili,19,22200
10045,Pago Pago,20,3100
10046,Nouakchott,19,9300
10047,Praia,20,5400
10048,Tripolis,20,11600
10049,Nicosia,20,17200
10050,Bogota,20,9300
10051,Kuala Lumpur,20,12400
10052,Willemstad,20,20900
10053,Monaco,20,22200
10054,Plymouth,20,20900
10055,Castries,20,22200
10056,Bujumbura,20,9300
10057,Luanda,20,25800
10058,Beirut,20,20900
10059,Flying Fish Cove,20,9300
10060,Bandar Seri Begawan,20,5400
10061,Algiers,20,6500
10062,Sarajevo,20,9300
10063,New Delhi,20,17200
10064,Alofi,20,5400
10065,Dhaka,20,17200
10066,Bishkek,20,9300
10067,Djibouti,20,24100
10068,Sao Tome,20,9300
10069,London,20,9000
10070,Libreville,20,11600
10071,Kingston,20,6500
10072,Paris,20,11600
10073,Santiago,20,9300
10074,Tbilisi,20,17200
10075,Alofi,20,9000
10076,Mogadishu,20,3100
10077,Muscat,20,9000
10078,Bern,20,12400
10079,Hagatna,20,9300
10080,Nuku'alofa,19,17200
10081,Avarua,20,12400
10082,San Salvador,20,9300
10083,Bucharest,20,34400
10084,Kabul,20,5400
10085,Managua,20,6500
10086,Quito,20,12400
10087,Saint Helier,20,9000
10088,Funafuti,20,6500
10089,Athens,20,9000
10090,Windhoek,20,20900
10091,Doha,20,17200
10092,Luanda,20,9300
10093,Saint-Pierre,20,24100
10094,Stockholm,20,9000
10095,San Marino,20,12400
10096,Jakarta,20,20900
10097,Antananarivo,20,9000
10098,Riga,20,24100
10099,Port Vila,20,25800
10100,Luanda,20,22200
10101,Vienna,20,9300
10102,New Delhi,20,24100
10103,Bissau,20,17200
10104,Juba,20,22200
10105,The Valley,20,5400
10106,Damascus,20,9300
10107,Nay Pyi Taw,20,22200
10108,Dodoma,20,20900
10109,Stanley,20,9300
10110,Bridgetown,20,11600
10111,Bangkok,20,9300
10112,Colombo,20,34700
10113,Adamstown,19,9000
10114,Melekeok,20,11600
10115,Castries,20,34400
10116,Tashkent,20,22200
10117,Niamey,20,3100
10118,Basse-Terre,20,5400
10119,Palikir,20,17200
10120,Marigot,20,17200
10121,Moroni,20,11600
10122,Gibraltar,20,9300
10123,Funafuti,20,12400
10124,Tegucigalpa,20,20900
10125,"Douglas, Isle of Man",20,22200
10126,Port-au-Prince,20,9300
10127,George Town,20,12400
10128,Minsk,20,22200
10129,Antananarivo,20,12400
10130,Rabat,20,17200
10131,Mata Utu,20,9300
10132,Baghdad,20,9300
10133,Marigot,20,9300
10134,Bujumbura,20,9000
10135,West Island,20,9300
10136,Mamoudzou,20,12400
10137,Reykjavik,20,3100
10138,Yaounde,20,22200
10139,Ottawa,20,9300
10140,Buenos Aires,20,6500
10141,Harare,20,9000
10142,Paris,20,20900
10143,Tallinn,20,20900
10144,St. John's,20,9300
10145,Amman,20,5400
10146,Gustavia,20,9300
10147,Saipan,20,43100
10148,Vaduz,20,20900
10149,Jerusalem,20,9000
10150,Kigali,20,12400
10151,St Peter Port,20,12400
10152,Vilnius,20,9300
10153,Skopje,20,9300
10154,Vatican City,20,11600
10155,Monrovia,20,9000
10156,Valletta,20,9000
10157,Kampala,20,11600
10158,Ouagadougou,20,3100
10159,Saint-Pierre,20,25800
10160,Santiago,20,9300
10161,Brussels,20,12400
10162,Jerusalem,20,9300
10163,San Salvador,20,9300
10164,Andorra la Vella,20,22200
10165,Gaborone,20,9300
10166,Porto-Novo,20,12400
10167,Tbilisi,20,12400
10168,Madrid,20,9300
10169,Torshavn,20,9000
10170,Bogota,20,11600
10171,Saipan,20,34400
10172,Mexico City,20,9300
10173,Warsaw,20,6500
10174,West Island,20,20900
10175,Pristina,20,11600
10176,Marigot,20,9000
10177,Libreville,20,25800
10178,Fort-de-France,20,3100
10179,Budapest,20,11600
10180,Nouakchott,20,9300
10181,Gibraltar,20,5400
10182,Brazzaville,20,17200
10183,Tallinn,20,9000
10184,Dodoma,20,5400
10185,London,20,9000
10186,Zagreb,20,9000
10187,Saint-Denis,20,17200
10188,Castries,20,6500
10189,Sanaa,20,6500
10190,Hagatna,20,6500
10191,Tunis,20,9000
10192,Yerevan,20,6500
10193,Pretoria,20,20900
10194,Papeete,20,22200
10195,Kuala Lumpur,20,5400
10196,Baku,20,3100
10197,Stockholm,20,22200
10198,Mata Utu,20,9300
10199,Fort-de-France,20,17200
10200,Tashkent,20,11600
10201,Flying Fish Cove,20,17200
10202,Washington,20,20900
10203,Malabo,20,9300
10204,Managua,20,9000
10205,Plymouth,20,25800
10206,San Jose,20,11600
10207,Tirana,20,6500
10208,Nay Pyi Taw,20,9300
10209,Lisbon,20,6500
10210,Moscow,20,12400
10211,Stockholm,20,9300
10212,Fort-de-France,20,42800
10213,Willemstad,20,9300
10214,Dublin,20,20900
10215,Mexico City,20,12400
10216,Gaborone,20,9300
10217,Vienna,20,6500
10218,Jamestown,20,38600
10219,Rome,20,5400
10220,Brazzaville,20,11600
10221,Harare,20,9000
10222,Tokyo,20,11600
10223,El-Aaiun,20,17200
10224,Mariehamn,20,9300
10225,Tehran,20,17200
10226,Damascus,20,9000
10227,Sucre,20,20900
10228,Sofia,20,6500
10229,Tbilisi,20,3100
10230,Riga,20,6500
10231,Nassau,20,24100
10232,Porto-Novo,20,20900
10233,El-Aaiun,20,5400
10234,Basse-Terre,20,5400
10235,Maputo,20,12400
10236,Niamey,20,11600
10237,Plymouth,20,9000
10238,Windhoek,20,6500
10239,Pristina,20,9000
10240,Amman,20,42800
10241,Monaco,20,11600
10242,Bratislava,20,22200
10243,Dhaka,20,9300
10244,Dodoma,20,20900
10245,Athens,20,9300
10246,Bissau,20,42800
10247,Athens,20,9300
10248,Yamoussoukro,20,9300
10249,Vilnius,20,34700
10250,Diego Garcia,20,11600
10251,Seoul,20,20900
10252,Canberra,20,24100
10253,Pago Pago,20,24100
10254,Willemstad,20,17200
10255,Tripolis,20,22200
10256,Canberra,20,17200
10257,Monrovia,20,24100
10258,Bratislava,20,34400
10259,Tegucigalpa,20,22200
10260,Monrovia,20,11600
10261,Pago Pago,20,45500
10262,Bangui,20,9000
10263,Stanley,20,3100
10264,Helsinki,20,9000
10265,Rome,20,11600
10266,Ashgabat,20,25800
10267,Ulan Bator,20,24100
10268,Mamoudzou,20,20900
10269,Lisbon,20,6500
10270,Georgetown,20,9300
10271,Brussels,20,17200
10272,Bogota,20,17200
10273,Khartoum,20,9300
10274,Phnom Penh,20,9300
10275,Quito,20,24100
10276,Beirut,20,11600
10277,Jerusalem,20,17200
10278,Alofi,20,11600
10279,Tokyo,20,9300
10280,Kuwait City,20,5400
10281,Addis Ababa,20,9000
10282,Belgrade,20,11600
10283,San Jose,20,11600
10284,Warsaw,20,25800
10285,Skopje,20,12400
10286,Fort-de-France,20,9300
10287,Vienna,20,9000
10288,Rabat,20,34400
10289,Manama,20,9300
10290,Port of Spain,20,9300
10291,Saint Helier,20,9000
10292,El-Aaiun,20,17200
10293,Philipsburg,20,3100
10294,Santo Domingo,20,11600
10295,Budapest,20,20900
10296,Taipei,20,6500
10297,Antananarivo,20,11600
10298,Conakry,20,9300
10299,Thimphu,20,24100
10300,Singapur,20,9000
10301,Managua,20,39500
10302,George Town,20,20900
10303,Saint-Denis,20,3100
10304,Oranjestad,20,9300
10305,Funafuti,20,17200
10306,Belmopan,20,34700
10307,Saint-Denis,20,9300
10308,Bucharest,20,17200
10309,Dili,20,11600
10310,Astana,20,24100
10311,Port Louis,20,6500
10312,Panama City,20,9000
10313,Moscow,20,6500
10314,Algiers,20,5400
10315,Dakar,20,39500
10316,Yaounde,20,9000
10317,Avarua,20,9000
10318,Kigali,20,22200
10319,Vaduz,20,17200
10320,Dili,20,12400
10321,Accra,20,34700
10322,Accra,20,9300
10323,Brazzaville,20,9300
10324,Diego Garcia,20,9300
10325,Canberra,20,22200
10326,Manila,20,9300
10327,New Delhi,20,5400
10328,Singapur,20,22200
10329,Accra,20,11600
10330,N'Djamena,20,5400
10331,Ashgabat,20,9000
10332,Budapest,20,9300
10333,Addis Ababa,20,9000
10334,Jamestown,20,5400
10335,Canberra,20,22200
10336,Pristina,20,20900
10337,Moscow,20,9000
10338,Manama,20,9000
10339,Addis Ababa,20,9000
10340,Dushanbe,20,20900
10341,Tarawa,20,9300
10342,Kigali,20,20900
10343,Papeete,20,9300
10344,Berlin,20,22200
10345,Willemstad,20,9000
10346,Muscat,20,43100
10347,Kampala,20,25800
10348,Prague,20,20900
10349,Guatemala City,20,6500
10350,Dodoma,20,11600
10351,Monrovia,20,17200
10352,New Delhi,20,12400
10353,San Salvador,20,25800
