,city,year,Income ($)
9611, Mauritania,19,17200
9612,Male,1970,9000
9613,Dushanbe,1870,9000
9614,Basse-Terre,1940,9300
9615,Nairobi,1960,6500
9616,Gustavia,1950,34700
9617,Philipsburg,1960,9300
9618,Palikir,1960,22200
9619,Brussels,1930,20900
9620,Yaren,1940,12400
9621,San Marino,1946,3100
9622, Martinique,20,3100
9623,Longyearbyen,1890,20900
9624,Helsinki,1950,9300
9625,San Salvador,1930,20900
9626,Hanoi,1900,12400
9627,Mexico City,1920,9300
9628,Funafuti,1940,12400
9629,Stanley,1930,22200
9630,Zagreb,1940,9000
9631,Mexico City,1930,11600
9632,Dakar,1930,9000
9633,Sofia,1910,34400
9634,Victoria,1930,9300
9635, Ukraine,19,9300
9636,Monrovia,1960,20900
9637,Roseau,1960,9000
9638, Niue,19,11600
9639,Bissau,1920,3100
9640,Bangui,1900,12400
9641, Burkina Faso,19,12400
9642,Flying Fish Cove,1890,12400
9643,Pago Pago,1940,9000
9644,Port of Spain,1900,9000
9645,Damascus,1920,6500
9646,Victoria,1910,9300
9647, Cayman Islands,21,34400
9648, Eastern Africa,18,20900
9649,Prague,1880,9000
9650, Seychelles,20,6500
9651,Banjul,1960,6500
9652,Yaren,1930,9300
9653,Papeete,1970,25800
9654,Tripolis,1930,5400
9655,Saint-Denis,1943,6500
9656,El-Aaiun,1960,9000
9657,Islamabad,1990,25800
9658,George Town,1930,22200
9659,Plymouth,1960,25800
9660,Kigali,1950,6500
9661,Port of Spain,1950,9000
9662,Nicosia,1930,9300
9663, Namibia,20,9000
9664,Paris,1920,9300
9665,Athens,1920,22200
9666,Wellington,1960,22200
9667, Greece,19,17200
9668, Americas,19,34400
9669, Niger,19,24100
9670, Polynesia,18,20900
9671,Canberra,1960,22200
9672,Avarua,1950,9000
9673,El-Aaiun,1940,22200
9674, Western Africa,20,3100
9675, Southern Asia,18,22200
9676, Suriname,20,9300
9677,Honiara,1950,22200
9678, Macedonia,19,9300
9679,Praia,1960,11600
9680,Roseau,1970,9300
9681,Maseru,1950,9300
9682,El-Aaiun,1960,11600
9683,Asmara,1965,12400
9684,Lisbon,1890,25800
9685, Niger,20,9300
9686,Brasilia,1950,5400
9687, Western Asia,21,22200
9688,Nicosia,1960,34400
9689,Malabo,1960,9300
9690,Luxembourg,1860,11600
9691,Kingston,1890,6500
9692,Kabul,1880,11600
9693,Vilnius,1950,5400
9694,San Salvador,1910,12400
9695,Stanley,1890,9300
9696, Albania,19,9000
9697,Pretoria,1890,34400
9698, Argentina,20,3100
9699, Tonga,19,6500
9700, Macedonia,19,9300
9701,Chisinau,1920,22200
9702, Guernsey and Alderney,19,25800
9703, British Indian Ocean Territory,18,12400
9704,Belmopan,1880,24100
9705,Fort-de-France,1910,17200
9706, Asia,19,17200
9707,St. John's,1890,9300
9708, Asia,19,17200
9709,Addis Ababa,1910,17200
9710,Diego Garcia,1910,9300
9711, Estonia,19,9300
9712,Minsk,1930,22200
9713,Flying Fish Cove,1940,12400
9714,Riyadh,1960,12400
9715,Abuja,1920,11600
9716,Phnom Penh,1910,9300
9717,Kinshasa,1950,20900
9718,Bangkok,1960,11600
9719, Europe,20,17200
9720,Ouagadougou,1840,9000
9721,El-Aaiun,1890,38600
9722,Cayenne,1910,6500
9723,Roseau,1930,9000
9724, Greece,19,22200
9725,Plymouth,1980,17200
9726, Asia,19,9300
9727, Puerto Rico,20,11600
9728, Virgin Islands (British),20,11600
9729, Americas,19,6500
9730,St Peter Port,1900,12400
9731, Asia,19,17200
9732, Americas,19,9300
9733, Western Asia,18,9300
9734,Melekeok,1920,17200
9735, Korea North,20,9000
9736,Palikir,1910,3100
9737, Eastern Europe,18,9300
9738,Andorra la Vella,1890,6500
9739,Juba,1910,9300
9740, Senegal,19,9000
9741,Jerusalem,1950,9300
9742, Southern Europe,18,9300
9743, Americas,19,24100
9744,Tokyo,1860,9000
9745,Bishkek,1930,17200
9746, Nigeria,19,11600
9747, Estonia,19,17200
9748,Dhaka,1950,11600
9749,Nairobi,1960,6500
9750,Harare,1970,43100
9751,Kingston,1870,17200
9752,Managua,1930,22200
9753,Mariehamn,1950,9300
9754,Brussels,1930,9000
9755,Porto-Novo,1940,6500
9756,Avarua,1960,9000
9757,Niamey,1940,17200
9758,Diego Garcia,1950,9000
9759,Tunis,1960,11600
9760, Zimbabwe,20,9000
9761,Port-au-Prince,1950,49000
9762,Amsterdam,1960,11600
9763,Zagreb,1950,25800
9764,Vientiane,1960,9300
9765,Castries,1950,9300
9766,Asuncion,1950,17200
9767,Saint-Denis,1943,12400
9768, Guam,19,5400
9769,Bern,1950,12400
9770,Ouagadougou,1930,9300
9771,Willemstad,1960,12400
9772,Avarua,1940,9300
9773,Rabat,1940,22200
9774, Cameroon,19,11600
9775,Hamilton,1940,17200
9776,Mbabane,1950,9300
9777,Bucharest,1950,12400
9778, Eastern Africa,21,34400
9779, Caribbean,21,25800
9780,Saint Helier,1960,5400
9781,Antananarivo,1960,12400
9782,London,1950,17200
9783, Europe,20,12400
9784,Ankara,1960,3100
9785, Togo,20,17200
9786,Amsterdam,1940,11600
9787,Luxembourg,1950,17200
9788,Saint Helier,1960,20900
9789,Mogadishu,1930,9300
9790, Asia,19,9300
9791, New Caledonia,19,5400
9792, Burkina Faso,19,20900
9793, Europe,20,9300
9794, Nauru,19,34700
9795,St. John's,1970,12400
9796,Asuncion,1960,9300
9797,Praia,1920,5400
9798,Beirut,1950,9300
9799, Mauritius,19,17200
9800, Americas,19,9300
9801,Brussels,1960,6500
9802,Nassau,1950,34700
9803,Fort-de-France,1950,9000
9804,Nuuk,1970,25800
9805,Helsinki,1950,9000
9806,Sanaa,1960,9300
9807,El-Aaiun,1960,9300
9808,Bishkek,1910,9300
9809, Kenya,20,20900
9810,Nuuk,1880,9300
9811,Bridgetown,1970,3100
9812,Bujumbura,1910,9000
9813,Noumea,1950,12400
9814,Basseterre,1960,3100
9815,Tallinn,1960,34700
9816,Vienna,1950,11600
9817,Monrovia,1910,22200
9818,Managua,1970,9300
9819, Western Asia,18,6500
9820,Melekeok,1900,11600
9821, South America,18,9300
9822,Stanley,1960,12400
9823,Yaounde,1970,24100
9824,New Delhi,1940,5400
9825,Moscow,1960,42800
9826,Majuro,1950,12400
9827, Americas,19,17200
9828,Helsinki,1900,9300
9829,Ankara,1940,22200
9830, Turks And Caicos Islands,20,9000
9831,East Jerusalem,1950,6500
9832,Windhoek,1910,20900
9833,Mariehamn,1960,20900
9834, Poland,19,9000
9835,Berlin,1880,9000
9836,Ashgabat,1960,9300
9837,Flying Fish Cove,1960,9300
9838,Male,1960,6500
9839, Chad,19,12400
9840, Americas,19,6500
9841,Antananarivo,1940,17200
9842,Fort-de-France,1970,34400
9843,Hagatna,1970,20900
9844, Americas,19,6500
9845, South Sudan,19,11600
9846,Lisbon,1960,11600
9847,Port Louis,1960,5400
9848, Cote D'Ivoire (Ivory Coast),19,17200
9849,Santo Domingo,1940,5400
9850,Santiago,1940,9000
9851,Bandar Seri Begawan,1960,9000
9852,San Juan,1970,3100
9853, Bahamas The,20,17200
9854, Guyana,20,43100
9855, Oceania,20,6500
9856,St Peter Port,1950,20900
9857, Chad,19,6500
9858,San Salvador,1970,9000
9859, Mali,20,9000
9860,Ulan Bator,1950,3100
9861, Western Asia,18,6500
9862,Kralendijk,1950,11600
9863,Tegucigalpa,1940,9000
9864,Longyearbyen,1980,9300
9865,Roseau,1980,11600
9866,Marigot,1960,11600
9867, Western Africa,18,25800
9868, Korea North,20,9300
9869,Sao Tome,1950,39500
9870,Saint-Pierre,1950,20900
9871, Melanesia,21,6500
9872,Roseau,1970,20900
9873, Eritrea,20,24100
9874,Honiara,1950,17200
9875,Paramaribo,1960,6500
9876,Kralendijk,1970,43100
9877,Longyearbyen,1990,12400
9878,Seoul,1970,22200
9879,Antananarivo,1970,11600
9880, Southern Europe,21,9300
9881,Asuncion,1960,5400
9882,Damascus,1960,11600
9883, El Salvador,20,6500
9884,Paramaribo,1970,22200
9885,Tbilisi,1960,11600
9886, Togo,20,11600
9887,N'Djamena,1990,9300
9888,Porto-Novo,1970,9300
9889, Oceania,20,12400
9890, Sao Tome and Principe,19,9300
9891,Vatican City,1950,17200
9892, Americas,19,24100
9893,Conakry,1970,3100
9894,Banjul,1970,9300
9895,Yerevan,1960,3100
9896, Europe,20,12400
9897, Oceania,20,9300
9898, Anguilla,20,5400
9899,Bratislava,1920,9000
9900,Philipsburg,1860,9300
9901,Khartoum,1970,12400
9902,Belgrade,1960,11600
9903,Quito,1970,9300
9904, Guinea,20,20900
9905, Reunion,20,9000
9906,Brussels,1980,17200
9907, French Southern Territories,20,12400
9908, Cambodia,20,12400
9909, Europe,20,12400
9910,Nuuk,1970,12400
9911,St Peter Port,1990,42800
9912,Dushanbe,1940,5400
9913,Baku,1860,6500
9914, Congo,20,3100
9915,Athens,1950,9300
9916, Western Europe,18,11600
9917,St. John's,2000,6500
9918,Niamey,1950,12400
9919, Gabon,20,3100
9920,Bamako,1960,11600
9921, United States,20,17200
9922,Plymouth,1980,12400
9923,Suva,1890,20900
9924, South Georgia,20,20900
9925, Israel,20,6500
9926, Europe,20,34400
9927,Nicosia,1950,24100
9928, Eritrea,20,12400
9929,Vientiane,1940,3100
9930, Montenegro,19,9300
9931,Yerevan,1960,11600
9932,Santo Domingo,1960,22200
9933,Alofi,1950,9300
9934, Thailand,20,3100
9935,Tegucigalpa,1940,6500
9936,Montevideo,1940,9300
9937, Europe,20,6500
9938,Damascus,1900,12400
9939,Fort-de-France,1960,9300
9940, Caribbean,21,12400
9941,Thimphu,1940,12400
9942,St Peter Port,1940,20900
9943, Caribbean,21,9300
9944,Plymouth,1810,22200
9945,Ulan Bator,1960,9300
9946,Conakry,1890,11600
9947,Vienna,1960,9300
9948,Minsk,1940,34400
9949,Alofi,1970,12400
9950, South Africa,20,12400
9951,Tunis,1960,12400
9952,Pristina,1970,17200
9953,Mamoudzou,1930,5400
9954,Amsterdam,1920,9300
9955, Togo,19,11600
9956,Addis Ababa,1960,9300
9957,Kathmandu,1954,9300
9958,Funafuti,1900,11600
9959,Ouagadougou,1960,22200
9960,Longyearbyen,1960,17200
9961,Berlin,1960,9300
9962, Eastern Europe,21,17200
9963,Diego Garcia,1950,9000
9964,George Town,1960,9300
9965,Lilongwe,1940,9000
9966,Abu Dhabi,1960,9000
9967,Budapest,1940,9000
9968,Basse-Terre,1960,5400
9969,Port of Spain,1920,3100
9970,Vatican City,1960,11600
9971,Longyearbyen,1970,20900
9972,Accra,1940,5400
9973,Caracas,1910,6500
9974,Monaco,1960,5400
9975,Mexico City,1930,9300
9976,Juba,1970,5400
9977,Rabat,1970,6500
9978,Avarua,1970,5400
9979,Lima,1950,20900
9980, Central America,21,17200
9981, Czech Republic,19,9300
9982, Belgium,19,3100
9983,Libreville,1950,9000
9984,Phnom Penh,1970,6500
9985, Djibouti,19,9300
9986,Flying Fish Cove,1940,5400
9987,Jakarta,1960,6500
9988, Europe,20,25800
9989,Basse-Terre,1930,25800
9990,Quito,1950,11600
9991,Kinshasa,1927,3100
9992,Roseau,1980,9300
9993,Vaduz,1920,12400
9994, Algeria,19,25800
9995,Valletta,1970,11600
9996,Skopje,1967,11600
9997,Adamstown,1930,9000
9998, Angola,20,20900
9999,Saint-Pierre,1940,11600
10000,Bangkok,1940,24100
10001,Ashgabat,1970,12400
10002,Grytviken,1960,9300
10003, El Salvador,20,9000
10004,Reykjavik,1970,38600
10005,Windhoek,1970,11600
10006,Port Louis,1970,9300
10007,Tashkent,1970,45500
10008,Hong Kong,1920,12400
10009,Nicosia,1930,9300
10010, Asia,19,22200
10011, Eastern Asia,21,11600
10012,Guatemala City,1970,11600
10013,Lima,1940,11600
10014, Djibouti,19,6500
10015,Lusaka,1890,24100
10016,Beirut,1940,24100
10017,Pyongyang,1970,5400
10018,Riga,1960,6500
10019, Micronesia,21,9000
10020,Podgorica,1960,9000
10021, Oceania,20,3100
10022,Panama City,1950,12400
10023,Vilnius,1970,9000
10024,Bandar Seri Begawan,1960,9300
10025,Colombo,1940,11600
10026,Beijing,1960,9000
10027, Americas,19,5400
10028,Brasilia,1920,20900
10029,Kingston,1970,12400
10030, Philippines,20,5400
10031,Rabat,1970,12400
10032,Amsterdam,1950,25800
10033,Bridgetown,1960,12400
10034,Riga,1870,9300
10035,Mbabane,1960,20900
10036,Gibraltar,1960,22200
10037,Bangkok,1960,9000
10038,Kathmandu,1960,3100
10039,Phnom Penh,1950,17200
10040,Mexico City,1970,5400
10041,Longyearbyen,1970,9300
10042,Tripolis,1970,9300
10043,Pago Pago,1970,20900
10044, Asia,19,22200
10045,Pago Pago,1960,3100
10046, Mauritania,19,9300
10047,Praia,1970,5400
10048, Libya,20,11600
10049,Nicosia,1940,17200
10050,Bogota,1940,9300
10051,Kuala Lumpur,1900,12400
10052,Willemstad,1900,20900
10053,Monaco,1960,22200
10054,Plymouth,1970,20900
10055, Saint Lucia,20,22200
10056,Bujumbura,1960,9300
10057, Angola,20,25800
10058,Beirut,1960,20900
10059,Flying Fish Cove,1950,9300
10060,Bandar Seri Begawan,1970,5400
10061,Algiers,1960,6500
10062,Sarajevo,1960,9300
10063,New Delhi,1950,17200
10064,Alofi,1940,5400
10065, Bangladesh,20,17200
10066,Bishkek,1960,9300
10067,Djibouti,1970,24100
10068,Sao Tome,1950,9300
10069,London,1960,9000
10070,Libreville,1970,11600
10071,Kingston,1970,6500
10072, Europe,20,11600
10073,Santiago,1970,9300
10074,Tbilisi,1970,17200
10075, Oceania,20,9000
10076,Mogadishu,1960,3100
10077,Muscat,1950,9000
10078,Bern,1970,12400
10079,Hagatna,1960,9300
10080,Nuku'alofa,1893,17200
10081,Avarua,1960,12400
10082, El Salvador,20,9300
10083,Bucharest,1970,34400
10084,Kabul,1960,5400
10085,Managua,1960,6500
10086,Quito,1960,12400
10087,Saint Helier,1970,9000
10088,Funafuti,1960,6500
10089,Athens,1960,9000
10090,Windhoek,1964,20900
10091, Qatar,20,17200
10092,Luanda,1970,9300
10093,Saint-Pierre,1960,24100
10094,Stockholm,1950,9000
10095,San Marino,1970,12400
10096,Jakarta,1960,20900
10097,Antananarivo,1970,9000
10098,Riga,1960,24100
10099,Port Vila,1950,25800
10100,Luanda,1970,22200
10101,Vienna,1950,9300
10102,New Delhi,1970,24100
10103,Bissau,1970,17200
10104,Juba,1970,22200
10105,The Valley,1970,5400
10106,Damascus,1960,9300
10107,Nay Pyi Taw,1970,22200
10108,Dodoma,1960,20900
10109,Stanley,1970,9300
10110,Bridgetown,1970,11600
10111,Bangkok,1960,9300
10112,Colombo,1970,34700
10113,Adamstown,1890,9000
10114, Oceania,20,11600
10115,Castries,1930,34400
10116,Tashkent,1960,22200
10117, Niger,20,3100
10118,Basse-Terre,1970,5400
10119,Palikir,1970,17200
10120,Marigot,1970,17200
10121,Moroni,1970,11600
10122, Europe,20,9300
10123,Funafuti,1960,12400
10124,Tegucigalpa,1960,20900
10125, Europe,20,22200
10126,Port-au-Prince,1960,9300
10127,George Town,1960,12400
10128,Minsk,1960,22200
10129,Antananarivo,1950,12400
10130,Rabat,1970,17200
10131, Oceania,20,9300
10132, Iraq,20,9300
10133,Marigot,1970,9300
10134,Bujumbura,1970,9000
10135,West Island,1970,9300
10136,Mamoudzou,1950,12400
10137, Europe,20,3100
10138,Yaounde,1970,22200
10139,Ottawa,1970,9300
10140,Buenos Aires,1950,6500
10141,Harare,1970,9000
10142,Paris,1970,20900
10143,Tallinn,1960,20900
10144,St. John's,1960,9300
10145,Amman,1940,5400
10146,Gustavia,1930,9300
10147,Saipan,1970,43100
10148,Vaduz,1960,20900
10149,Jerusalem,1930,9000
10150,Kigali,1970,12400
10151,St Peter Port,1920,12400
10152,Vilnius,1970,9300
10153,Skopje,1970,9300
10154,Vatican City,1970,11600
10155,Monrovia,1970,9000
10156,Valletta,1970,9000
10157,Kampala,1970,11600
10158, Burkina Faso,20,3100
10159,Saint-Pierre,1970,25800
10160,Santiago,1970,9300
10161,Brussels,1960,12400
10162, Israel,20,9300
10163, El Salvador,20,9300
10164,Andorra la Vella,1930,22200
10165,Gaborone,1950,9300
10166,Porto-Novo,1970,12400
10167,Tbilisi,1960,12400
10168, Europe,20,9300
10169,Torshavn,1960,9000
10170,Bogota,1960,11600
10171,Saipan,1970,34400
10172,Mexico City,1970,9300
10173,Warsaw,1970,6500
10174,West Island,1970,20900
10175,Pristina,1960,11600
10176,Marigot,1970,9000
10177,Libreville,1960,25800
10178, Martinique,20,3100
10179,Budapest,1950,11600
10180,Nouakchott,1970,9300
10181,Gibraltar,1970,5400
10182,Brazzaville,1960,17200
10183,Tallinn,1970,9000
10184,Dodoma,1940,5400
10185,London,1960,9000
10186,Zagreb,1950,9000
10187,Saint-Denis,1960,17200
10188,Castries,1950,6500
10189,Sanaa,1920,6500
10190,Hagatna,1960,6500
10191, Tunisia,20,9000
10192,Yerevan,1950,6500
10193, South Africa,20,20900
10194,Papeete,1970,22200
10195,Kuala Lumpur,1970,5400
10196,Baku,1970,3100
10197,Stockholm,1960,22200
10198, Oceania,20,9300
10199,Fort-de-France,1960,17200
10200,Tashkent,1970,11600
10201,Flying Fish Cove,1940,17200
10202,Washington,1950,20900
10203,Malabo,1950,9300
10204,Managua,1970,9000
10205,Plymouth,1940,25800
10206,San Jose,1970,11600
10207,Tirana,1960,6500
10208,Nay Pyi Taw,1950,9300
10209, Europe,20,6500
10210,Moscow,1960,12400
10211,Stockholm,1960,9300
10212,Fort-de-France,1960,42800
10213, Curaçao,20,9300
10214,Dublin,1960,20900
10215,Mexico City,1920,12400
10216,Gaborone,1960,9300
10217,Vienna,1970,6500
10218,Jamestown,1970,38600
10219,Rome,1970,5400
10220,Brazzaville,1960,11600
10221,Harare,1960,9000
10222,Tokyo,1950,11600
10223,El-Aaiun,1980,17200
10224,Mariehamn,1970,9300
10225, Iran,20,17200
10226,Damascus,1950,9000
10227, Bolivia,20,20900
10228,Sofia,1970,6500
10229,Tbilisi,1970,3100
10230,Riga,1960,6500
10231, Bahamas The,20,24100
10232,Porto-Novo,1960,20900
10233,El-Aaiun,1940,5400
10234,Basse-Terre,1970,5400
10235, Mozambique,20,12400
10236, Niger,20,11600
10237,Plymouth,1970,9000
10238,Windhoek,1964,6500
10239,Pristina,1970,9000
10240, Jordan,20,42800
10241,Monaco,1960,11600
10242,Bratislava,1970,22200
10243,Dhaka,1940,9300
10244,Dodoma,1960,20900
10245,Athens,1960,9300
10246,Bissau,1960,42800
10247,Athens,1970,9300
10248,Yamoussoukro,1950,9300
10249,Vilnius,1970,34700
10250,Diego Garcia,1960,11600
10251, Korea South,20,20900
10252,Canberra,1960,24100
10253,Pago Pago,1960,24100
10254, Curaçao,20,17200
10255,Tripolis,1930,22200
10256,Canberra,1960,17200
10257,Monrovia,1970,24100
10258,Bratislava,1960,34400
10259,Tegucigalpa,1970,22200
10260,Monrovia,1940,11600
10261,Pago Pago,1960,45500
10262,Bangui,1960,9000
10263,Stanley,1960,3100
10264,Helsinki,1970,9000
10265, Europe,20,11600
10266,Ashgabat,1950,25800
10267,Ulan Bator,1960,24100
10268,Mamoudzou,1970,20900
10269,Lisbon,1940,6500
10270, Guyana,20,9300
10271,Brussels,1960,17200
10272,Bogota,1950,17200
10273,Khartoum,1960,9300
10274,Phnom Penh,1970,9300
10275,Quito,1970,24100
10276,Beirut,1970,11600
10277,Jerusalem,1960,17200
10278,Alofi,1970,11600
10279,Tokyo,1960,9300
10280,Kuwait City,1970,5400
10281,Addis Ababa,1970,9000
10282,Belgrade,1970,11600
10283,San Jose,1950,11600
10284,Warsaw,1970,25800
10285,Skopje,1970,12400
10286,Fort-de-France,1970,9300
10287,Vienna,1970,9000
10288,Rabat,1970,34400
10289,Manama,1970,9300
10290,Port of Spain,1970,9300
10291,Saint Helier,1960,9000
10292,El-Aaiun,1960,17200
10293,Philipsburg,1970,3100
10294,Santo Domingo,1950,11600
10295,Budapest,1950,20900
10296, Taiwan,20,6500
10297,Antananarivo,1960,11600
10298,Conakry,1970,9300
10299,Thimphu,1970,24100
10300,Singapur,1960,9000
10301,Managua,1960,39500
10302,George Town,1970,20900
10303,Saint-Denis,1970,3100
10304,Oranjestad,1960,9300
10305,Funafuti,1960,17200
10306, Belize,20,34700
10307,Saint-Denis,1960,9300
10308,Bucharest,1950,17200
10309,Dili,1960,11600
10310, Kazakhstan,20,24100
10311, Mauritius,20,6500
10312,Panama City,1970,9000
10313,Moscow,1960,6500
10314, Algeria,20,5400
10315,Dakar,1960,39500
10316,Yaounde,1960,9000
10317,Avarua,1920,9000
10318,Kigali,1970,22200
10319,Vaduz,1960,17200
10320,Dili,1960,12400
10321,Accra,1960,34700
10322,Accra,1970,9300
10323, Congo,20,9300
10324,Diego Garcia,1960,9300
10325,Canberra,1950,22200
10326,Manila,1960,9300
10327,New Delhi,1970,5400
10328,Singapur,1960,22200
10329,Accra,1970,11600
10330, Chad,20,5400
10331,Ashgabat,1970,9000
10332,Budapest,1970,9300
10333,Addis Ababa,1910,9000
10334,Jamestown,1970,5400
10335,Canberra,1960,22200
10336,Pristina,1960,20900
10337,Moscow,1960,9000
10338,Manama,1970,9000
10339,Addis Ababa,1970,9000
10340, Tajikistan,20,20900
10341,Tarawa,1960,9300
10342,Kigali,1970,20900
10343,Papeete,1930,9300
10344, Europe,20,22200
10345,Willemstad,1960,9000
10346,Muscat,1960,43100
10347,Kampala,1950,25800
10348, Europe,20,20900
10349,Guatemala City,1960,6500
10350,Dodoma,1970,11600
10351,Monrovia,1960,17200
10352, India,20,12400
10353,San Salvador,1970,25800
10354, Qatar,20,39500
10355,Bogota,1960,22200
10356,Santo Domingo,1950,17200
10357,Jamestown,1960,9300
10358,Panama City,1950,5400
10359,Porto-Novo,1950,9000
10360,Pyongyang,1950,9300
10361,Phnom Penh,1960,38600
10362,Tokyo,1960,43100
10363,Saint-Pierre,1950,12400
10364, Nepal,20,11600
10365,Nairobi,1960,38600
10366,Pristina,1960,17200
10367,Jerusalem,1960,34400
10368,Bogota,1960,9300
10369, Micronesia,21,9300
10370, Europe,20,6500
10371,Kingston,1970,20900
10372,Rome,1920,9000
10373,Bridgetown,1970,9300
10374,Harare,1970,9300
10375,Flying Fish Cove,1970,9300
10376,Beijing,1960,12400
10377,Malabo,1970,24100
10378, British Indian Ocean Territory,18,9000
10379,Libreville,1950,9000
10380, Togo,19,11600
10381, Tonga,19,6500
10382,Ankara,1960,17200
10383, Europe,20,22200
10384,Mariehamn,1960,9000
10385, Marshall Islands,19,17200
10386,Wellington,1960,9300
10387,London,1960,25800
10388,Doha,1960,22200
10389,Bratislava,1970,34400
10390, Aruba,20,9300
10391,Suva,1970,9000
10392, Georgia,20,6500
10393, Oceania,20,3100
10394,Windhoek,1970,11600
10395,Basseterre,1890,11600
10396, Eastern Asia,18,22200
10397,Tehran,1930,5400
10398, Tunisia,20,22200
10399,Caracas,2000,9300
10400,Gaborone,1920,12400
10401, South-Eastern Asia,20,25800
10402, Eastern Africa,21,12400
10403,Bridgetown,1970,6500
10404,Kinshasa,1970,9300
10405,Kralendijk,1970,9300
10406,The Valley,1950,5400
10407,Thimphu,1960,20900
10408,Hagatna,1960,17200
10409,Bamako,1960,9300
10410,Nay Pyi Taw,1940,9300
10411,Tirana,1960,17200
10412,Bujumbura,1940,9000
10413,Roseau,1970,9300
10414,Cayenne,1950,25800
10415,Warsaw,1960,11600
10416,East Jerusalem,1950,5400
10417,Thimphu,1970,9000
10418, Oceania,20,12400
10419, Chad,20,9000
10420,Baku,1960,9000
10421,Tunis,1940,9000
10422,Gaborone,1950,6500
10423,Colombo,1960,9000
10424,Bandar Seri Begawan,1970,9300
10425,Roseau,1960,6500
10426,Abu Dhabi,1940,9300
10427,Malabo,1950,9300
10428,Manama,1960,11600
10429,Caracas,1950,6500
10430,Vienna,1960,9300
10431,Roseau,1920,12400
10432, Mozambique,20,5400
10433,Panama City,1970,9000
10434,Caracas,1950,9300
10435,St. John's,1890,6500
10436,Apia,1930,17200
10437,Malabo,1900,11600
10438,Fort-de-France,1940,11600
10439, Ethiopia,19,11600
10440,The Valley,1950,6500
10441, United States,20,9300
10442, Brunei,20,12400
10443,Niamey,1840,9300
10444, South Sudan,19,12400
10445,Gustavia,1950,9300
10446,Port of Spain,1900,17200
10447,Jamestown,1950,6500
10448,Rabat,1950,9000
