,city,year,Income ($)
10026, China,20,9000
10027, Saint Kitts And Nevis,19,5400
10028,Brasilia,1920,20900
10029,Kingston,1960,12400
10030, Philippines,20,5400
10031, Morocco,20,12400
10032,Amsterdam,1950,25800
10033, Barbados,20,12400
10034, Latvia,19,9300
10035, Swaziland,20,20900
10036, Gibraltar,20,22200
10037, Thailand,20,9000
10038,Kathmandu,1960,3100
10039, Cambodia,20,17200
10040, Mexico,20,5400
10041, Svalbard And Jan Mayen Islands,20,9300
10042, Libya,20,9300
10043, American Samoa,20,20900
10044, East Timor,19,22200
10045, American Samoa,20,3100
10046, Mauritania,19,9300
10047, Cape Verde,20,5400
10048, Libya,20,11600
10049, Cyprus,20,17200
10050, Colombia,20,9300
10051, Malaysia,20,12400
10052, Curaçao,20,20900
10053, Monaco,20,22200
10054, Montserrat,20,20900
10055, Saint Lucia,20,22200
10056,Bujumbura,1960,9300
10057, Angola,20,25800
10058, Lebanon,20,20900
10059, Christmas Island,20,9300
10060,Bandar Seri Begawan,1970,5400
10061,Algiers,1960,6500
10062, Bosnia and Herzegovina,20,9300
10063, India,20,17200
10064, Niue,20,5400
10065, Bangladesh,20,17200
10066, Kyrgyzstan,20,9300
10067, Djibouti,20,24100
10068,Sao Tome,1950,9300
10069, United Kingdom,20,9000
10070, Gabon,20,11600
10071,Kingston,1960,6500
10072, France,20,11600
10073, Chile,20,9300
10074,Tbilisi,1970,17200
10075, Niue,20,9000
10076, Somalia,20,3100
10077, Oman,20,9000
10078, Switzerland,20,12400
10079,Hagatna,1960,9300
10080, Tonga,19,17200
10081,Avarua,1960,12400
10082, El Salvador,20,9300
10083, Romania,20,34400
10084, Afghanistan,20,5400
10085, Nicaragua,20,6500
10086,Quito,1960,12400
10087, Jersey,20,9000
10088,Funafuti,1960,6500
10089, Greece,20,9000
10090,Windhoek,1960,20900
10091, Qatar,20,17200
10092, Angola,20,9300
10093,Saint-Pierre,1960,24100
10094,Stockholm,1950,9000
10095, San Marino,20,12400
10096, Indonesia,20,20900
10097, Madagascar,20,9000
10098,Riga,1960,24100
10099, Vanuatu,20,25800
10100, Angola,20,22200
10101,Vienna,1950,9300
10102,New Delhi,1970,24100
10103, Guinea-Bissau,20,17200
10104,Juba,1970,22200
10105, Anguilla,20,5400
10106, Syria,20,9300
10107, Myanmar,20,22200
10108,Dodoma,1960,20900
10109, Falkland Islands,20,9300
10110, Barbados,20,11600
10111, Thailand,20,9300
10112, Sri Lanka,20,34700
10113, Pitcairn Island,19,9000
10114, Palau,20,11600
10115, Saint Lucia,20,34400
10116, Uzbekistan,20,22200
10117, Niger,20,3100
10118, Guadeloupe,20,5400
10119, Micronesia,20,17200
10120, Saint-Martin (French part),20,17200
10121,Moroni,1970,11600
10122, Gibraltar,20,9300
10123,Funafuti,1960,12400
10124,Tegucigalpa,1960,20900
10125, Man (Isle of),20,22200
10126,Port-au-Prince,1960,9300
10127, Cayman Islands,20,12400
10128, Belarus,20,22200
10129,Antananarivo,1950,12400
10130, Morocco,20,17200
10131, Wallis And Futuna Islands,20,9300
10132, Iraq,20,9300
10133, Saint-Martin (French part),20,9300
10134,Bujumbura,1970,9000
10135,West Island,1970,9300
10136,Mamoudzou,1950,12400
10137, Iceland,20,3100
10138, Cameroon,20,22200
10139, Canada,20,9300
10140, Argentina,20,6500
10141, Zimbabwe,20,9000
10142, France,20,20900
10143, Estonia,20,20900
10144, Antigua And Barbuda,20,9300
10145,Amman,1940,5400
10146,Gustavia,1930,9300
10147, Northern Mariana Islands,20,43100
10148,Vaduz,1960,20900
10149, Israel,20,9000
10150, Rwanda,20,12400
10151, Guernsey and Alderney,20,12400
10152, Lithuania,20,9300
10153,Skopje,1970,9300
10154, Vatican City State (Holy See),20,11600
10155, Liberia,20,9000
10156,Valletta,1970,9000
10157, Uganda,20,11600
10158, Burkina Faso,20,3100
10159, Saint Pierre and Miquelon,20,25800
10160, Chile,20,9300
10161, Belgium,20,12400
10162, Israel,20,9300
10163, El Salvador,20,9300
10164, Andorra,20,22200
10165,Gaborone,1950,9300
10166,Porto-Novo,1970,12400
10167, Georgia,20,12400
10168, Spain,20,9300
10169, Faroe Islands,20,9000
10170, Colombia,20,11600
10171, Northern Mariana Islands,20,34400
10172, Mexico,20,9300
10173, Poland,20,6500
10174,West Island,1970,20900
10175,Pristina,1960,11600
10176, Saint-Martin (French part),20,9000
10177, Gabon,20,25800
10178, Martinique,20,3100
10179, Hungary,20,11600
10180, Mauritania,20,9300
10181, Gibraltar,20,5400
10182,Brazzaville,1960,17200
10183, Estonia,20,9000
10184,Dodoma,1940,5400
10185, United Kingdom,20,9000
10186,Zagreb,1950,9000
10187, Reunion,20,17200
10188, Saint Lucia,20,6500
10189, Yemen,20,6500
10190,Hagatna,1960,6500
10191, Tunisia,20,9000
10192, Armenia,20,6500
10193, South Africa,20,20900
10194, French Polynesia,20,22200
10195, Malaysia,20,5400
10196, Azerbaijan,20,3100
10197,Stockholm,1960,22200
10198, Wallis And Futuna Islands,20,9300
10199, Martinique,20,17200
10200, Uzbekistan,20,11600
10201,Flying Fish Cove,1940,17200
10202, United States,20,20900
10203, Equatorial Guinea,20,9300
10204, Nicaragua,20,9000
10205,Plymouth,1940,25800
10206, Costa Rica,20,11600
10207,Tirana,1960,6500
10208, Myanmar,20,9300
10209, Portugal,20,6500
10210, Russia,20,12400
10211,Stockholm,1960,9300
10212, Martinique,20,42800
10213, Curaçao,20,9300
10214, Ireland,20,20900
10215, Mexico,20,12400
10216, Botswana,20,9300
10217, Austria,20,6500
10218, Saint Helena,20,38600
10219,Rome,1970,5400
10220,Brazzaville,1960,11600
10221, Zimbabwe,20,9000
10222,Tokyo,1950,11600
10223, Western Sahara,20,17200
10224, Aland Islands,20,9300
10225, Iran,20,17200
10226, Syria,20,9000
10227, Bolivia,20,20900
10228,Sofia,1970,6500
10229,Tbilisi,1970,3100
10230,Riga,1960,6500
10231, Bahamas The,20,24100
10232, Benin,20,20900
10233,El-Aaiun,1940,5400
10234, Guadeloupe,20,5400
10235, Mozambique,20,12400
10236, Niger,20,11600
10237, Montserrat,20,9000
10238,Windhoek,1960,6500
10239, Kosovo,20,9000
10240, Jordan,20,42800
10241, Monaco,20,11600
10242,Bratislava,1970,22200
10243,Dhaka,1940,9300
10244,Dodoma,1960,20900
10245, Greece,20,9300
10246, Guinea-Bissau,20,42800
10247, Greece,20,9300
10248, Cote D'Ivoire (Ivory Coast),20,9300
10249, Lithuania,20,34700
10250, British Indian Ocean Territory,20,11600
10251, Korea South,20,20900
10252,Canberra,1960,24100
10253, American Samoa,20,24100
10254, Curaçao,20,17200
10255,Tripolis,1930,22200
10256,Canberra,1960,17200
10257, Liberia,20,24100
10258, Slovakia,20,34400
10259, Honduras,20,22200
10260, Liberia,20,11600
10261, American Samoa,20,45500
10262, Central African Republic,20,9000
10263, Falkland Islands,20,3100
10264, Finland,20,9000
10265, Italy,20,11600
10266, Turkmenistan,20,25800
10267, Mongolia,20,24100
10268, Mayotte,20,20900
10269, Portugal,20,6500
10270, Guyana,20,9300
10271, Belgium,20,17200
10272,Bogota,1950,17200
10273,Khartoum,1960,9300
10274,Phnom Penh,1970,9300
10275, Ecuador,20,24100
10276, Lebanon,20,11600
10277,Jerusalem,1960,17200
10278,Alofi,1970,11600
10279, Japan,20,9300
10280, Kuwait,20,5400
10281, Ethiopia,20,9000
10282, Serbia,20,11600
10283, Costa Rica,20,11600
10284, Poland,20,25800
10285,Skopje,1970,12400
10286, Martinique,20,9300
10287, Austria,20,9000
10288, Morocco,20,34400
10289, Bahrain,20,9300
10290, Trinidad And Tobago,20,9300
10291, Jersey,20,9000
10292,El-Aaiun,1960,17200
10293, Sint Maarten (Dutch part),20,3100
10294, Dominican Republic,20,11600
10295, Hungary,20,20900
10296, Taiwan,20,6500
10297, Madagascar,20,11600
10298, Guinea,20,9300
10299, Bhutan,20,24100
10300,Singapur,1960,9000
10301, Nicaragua,20,39500
10302, Cayman Islands,20,20900
10303, Reunion,20,3100
10304,Oranjestad,1960,9300
10305,Funafuti,1960,17200
10306, Belize,20,34700
10307, Reunion,20,9300
10308, Romania,20,17200
10309,Dili,1960,11600
10310, Kazakhstan,20,24100
10311, Mauritius,20,6500
10312, Panama,20,9000
10313, Russia,20,6500
10314, Algeria,20,5400
10315,Dakar,1960,39500
10316, Cameroon,20,9000
10317, Cook Islands,20,9000
10318, Rwanda,20,22200
10319,Vaduz,1960,17200
10320,Dili,1960,12400
10321, Ghana,20,34700
10322, Ghana,20,9300
10323, Congo,20,9300
10324, British Indian Ocean Territory,20,9300
10325, Australia,20,22200
10326, Philippines,20,9300
10327,New Delhi,1970,5400
10328,Singapur,1960,22200
10329, Ghana,20,11600
10330, Chad,20,5400
10331, Turkmenistan,20,9000
10332, Hungary,20,9300
10333, Ethiopia,20,9000
10334, Saint Helena,20,5400
10335,Canberra,1960,22200
10336,Pristina,1960,20900
10337, Russia,20,9000
10338, Bahrain,20,9000
10339, Ethiopia,20,9000
10340, Tajikistan,20,20900
10341, Kiribati,20,9300
10342, Rwanda,20,20900
10343, French Polynesia,20,9300
10344, Germany,20,22200
10345, Curaçao,20,9000
10346, Oman,20,43100
10347, Uganda,20,25800
10348, Czech Republic,20,20900
10349, Guatemala,20,6500
10350, Tanzania,20,11600
10351, Liberia,20,17200
10352, India,20,12400
10353, El Salvador,20,25800
10354, Qatar,20,39500
10355, Colombia,20,22200
10356, Dominican Republic,20,17200
10357, Saint Helena,20,9300
10358, Panama,20,5400
10359, Benin,20,9000
10360, Korea North,20,9300
10361, Cambodia,20,38600
10362, Japan,20,43100
10363, Saint Pierre and Miquelon,20,12400
10364, Nepal,20,11600
10365, Kenya,20,38600
10366,Pristina,1960,17200
10367,Jerusalem,1960,34400
10368, Colombia,20,9300
10369, Oceania,21,9300
10370, Guernsey and Alderney,20,6500
10371, Americas,18-21,20900
10372,Rome,1920,9000
10373, Barbados,20,9300
10374, Zimbabwe,20,9300
10375, Christmas Island,20,9300
10376, China,20,12400
10377, Equatorial Guinea,20,24100
10378, Eastern Africa,18,9000
10379, Gabon,20,9000
10380, Togo,19,11600
10381, Tonga,19,6500
10382, Turkey,20,17200
10383, Russia,20,22200
10384, Aland Islands,20,9000
10385, Marshall Islands,19,17200
10386,Wellington,1960,9300
10387, United Kingdom,20,25800
10388, Qatar,20,22200
10389,Bratislava,1970,34400
10390, Aruba,20,9300
10391, Fiji Islands,20,9000
10392, Georgia,20,6500
10393, Fiji Islands,20,3100
10394, Namibia,20,11600
10395, Saint Kitts And Nevis,19,11600
10396, Asia,18,22200
10397,Tehran,1930,5400
10398, Tunisia,20,22200
10399, South America,21,9300
10400, Botswana,20,12400
10401, Vietnam,20,25800
10402, Eastern Africa,21,12400
10403, Barbados,20,6500
10404, Congo The Democratic Republic Of The,20,9300
10405," Bonaire, Sint Eustatius and Saba",20,9300
10406, Anguilla,20,5400
10407,Thimphu,1960,20900
10408,Hagatna,1960,17200
10409,Bamako,1960,9300
10410,Nay Pyi Taw,1940,9300
10411,Tirana,1960,17200
10412,Bujumbura,1940,9000
10413,Roseau,1970,9300
10414, French Guiana,20,25800
10415, Poland,20,11600
10416, Palestinian Territory Occupied,20,5400
10417, Bhutan,20,9000
10418, Kiribati,20,12400
10419, Chad,20,9000
10420, Azerbaijan,20,9000
10421,Tunis,1940,9000
10422,Gaborone,1950,6500
10423, Sri Lanka,20,9000
10424,Bandar Seri Begawan,1970,9300
10425,Roseau,1960,6500
10426, United Arab Emirates,20,9300
10427, Equatorial Guinea,20,9300
10428,Manama,1960,11600
10429, Venezuela,20,6500
10430, Austria,20,9300
10431,Roseau,1920,12400
10432, Mozambique,20,5400
10433, Panama,20,9000
10434, Venezuela,20,9300
10435, Antigua And Barbuda,19,6500
10436,Apia,1930,17200
10437,Malabo,1900,11600
10438,Fort-de-France,1940,11600
10439, Ethiopia,19,11600
10440, Anguilla,20,6500
10441, United States,20,9300
10442, Brunei,20,12400
10443, Niger,19,9300
10444, South Sudan,19,12400
10445,Gustavia,1950,9300
10446, Trinidad And Tobago,20,17200
10447,Jamestown,1950,6500
10448, Morocco,20,9000
10449,Guatemala City,1940,20900
10450, Fiji Islands,20,9300
10451,Monaco,1950,5400
10452, Bolivia,20,9000
10453,Maseru,1950,9300
10454, Russia,19,9300
10455, Papua new Guinea,19,9300
10456, Hungary,20,17200
10457,Roseau,1960,9300
10458, Portugal,20,24100
10459, Greece,20,25800
10460,San Jose,1960,9000
10461, Switzerland,20,22200
10462, New Zealand,20,17200
10463, Ghana,20,9300
10464, Tunisia,20,9300
10465,Gaborone,1970,5400
10466, Spain,20,9000
10467, Northern Europe,18,20900
10468,Dushanbe,1930,17200
10469, Kazakhstan,20,34400
10470, Anguilla,20,9300
10471, Bahamas The,20,20900
10472, Nigeria,20,9300
10473,Praia,1950,9300
10474,Tokyo,1930,42800
10475,Sarajevo,1920,9300
10476, Moldova,20,9000
10477, Tunisia,20,20900
10478, Kazakhstan,20,17200
10479,Jerusalem,1960,6500
10480, Virgin Islands (British),20,9300
10481, Uganda,20,24100
10482,Hamilton,1960,12400
10483,Havana,1940,9300
10484, South Africa,20,11600
10485, Djibouti,20,12400
10486, Paraguay,20,17200
10487, Togo,20,12400
10488,Andorra la Vella,1950,25800
10489, Mongolia,20,12400
10490, Saint Pierre and Miquelon,20,5400
10491, Liberia,20,9300
10492, Macau S.A.R.,20,25800
10493, Comoros,20,9000
10494, Myanmar,20,22200
10495, Burkina Faso,19,42800
10496,Vienna,1940,17200
10497,Male,1940,11600
10498, Bolivia,20,22200
10499, Dominican Republic,20,9300
10500,Stockholm,1960,9300
10501, Tajikistan,20,20900
10502,Ljubljana,1950,11600
10503,Dushanbe,1940,9300
10504, Botswana,19,12400
10505, Morocco,19,22200
10506, Sweden,20,22200
10507, Italy,19,9300
10508, Tunisia,20,17200
10509,Vatican City,1960,17200
10510, Brunei,20,20900
10511, Kazakhstan,20,20900
10512,Kingston,1960,9300
10513, Brazil,20,17200
10514, Dominican Republic,20,3100
10515, French Polynesia,20,34400
10516, Vatican City State (Holy See),19,9300
10517, Liberia,20,6500
10518,Port of Spain,1950,24100
10519, Anguilla,20,25800
10520, Sri Lanka,20,25800
10521, Uganda,20,5400
10522, Somalia,20,45500
10523, Colombia,20,24100
10524, Ukraine,20,3100
10525, Uzbekistan,20,6500
10526,Bern,1940,17200
10527, Saint Vincent And The Grenadines,20,11600
10528, Virgin Islands (US),20,20900
10529, Guatemala,20,9300
10530, Panama,20,25800
10531, Madagascar,19,17200
10532,Mexico City,1930,6500
10533, Malta,20,17200
10534, Monaco,20,12400
10535,Nassau,1940,38600
10536, Morocco,20,9300
10537, Netherlands The,19,9300
10538, United Arab Emirates,20,9300
10539, Palestinian Territory Occupied,20,5400
10540, Pitcairn Island,20,5400
10541,Djibouti,1950,9300
10542, Colombia,20,42800
10543, Trinidad And Tobago,20,20900
10544, Qatar,20,9300
10545, Paraguay,20,20900
10546,Bandar Seri Begawan,1970,25800
10547, Asia,21,11600
10548, Bolivia,20,22200
10549, Morocco,19,17200
10550,El-Aaiun,1930,42800
10551, Western Asia,18,17200
10552, Belarus,20,3100
10553, Qatar,20,9000
10554, Austria,20,20900
10555, Vatican City State (Holy See),20,11600
10556,Bamako,1930,22200
10557,Algiers,1960,5400
10558,Port-au-Prince,1960,12400
10559, Madagascar,20,25800
10560, Aland Islands,20,11600
10561, Slovakia,20,5400
10562, Cape Verde,20,22200
10563, Qatar,19,9300
10564, Europe,21,20900
10565, Nauru,20,24100
10566, Estonia,20,9300
10567, Gambia The,20,25800
10568,N'Djamena,1950,12400
10569, Grenada,20,5400
10570, Mali,19,11600
10571,Berlin,1940,9300
10572, Greenland,20,6500
10573, Northern Mariana Islands,20,6500
10574, Colombia,19,22200
10575, Virgin Islands (British),20,9000
10576, Guinea,20,34400
10577, Tonga,20,17200
10578, Kuwait,20,12400
10579, Greenland,20,20900
10580, Guadeloupe,20,11600
10581, Cuba,20,38600
10582, Man (Isle of),19,20900
10583,Cairo,1960,5400
10584, Cook Islands,20,11600
10585, Burundi,19,17200
10586, Cote D'Ivoire (Ivory Coast),20,9300
10587,Pristina,1960,9000
10588, Cyprus,20,5400
10589, Uganda,20,20900
10590, Kyrgyzstan,20,9300
10591,Reykjavik,1920,9000
10592, Portugal,20,22200
10593, American Samoa,20,9300
10594, Armenia,20,22200
10595, Vietnam,20,9300
10596,Canberra,1930,6500
10597, India,19,34400
10598, Guatemala,20,17200
10599, Vatican City State (Holy See),20,12400
10600, East Timor,19,20900
10601,San Juan,1960,9000
10602, Europe,19,20900
10603, Algeria,20,5400
10604, Dominican Republic,20,5400
10605, Bhutan,20,20900
10606, British Indian Ocean Territory,20,25800
10607, Korea North,20,24100
10608, Puerto Rico,20,17200
10609, Denmark,20,5400
10610,Singapur,1960,12400
10611,Hamilton,1960,25800
10612, Samoa,20,22200
10613,Khartoum,1960,9300
10614,Wellington,1960,24100
10615, Saint-Martin (French part),20,11600
10616,Kingston,1960,9000
10617, Mauritania,20,12400
10618,Khartoum,1960,12400
10619, Svalbard And Jan Mayen Islands,19,5400
10620, Macau S.A.R.,20,42800
10621, Turkmenistan,20,12400
10622, Afghanistan,20,9300
10623,Managua,1940,9000
10624,Bratislava,1930,9300
10625, Kiribati,20,22200
10626, Bhutan,20,43100
10627, Cameroon,20,20900
10628, Croatia (Hrvatska),19,11600
10629, Barbados,20,9300
10630, Southern Europe,18,11600
10631, Italy,19,20900
10632,Georgetown,1920,22200
10633,Nouakchott,1960,20900
10634, Myanmar,20,25800
10635,Malabo,1960,6500
10636,Port Vila,1960,22200
10637, French Southern Territories,20,17200
10638,Hanoi,1940,9300
10639, Angola,20,5400
10640, Lebanon,20,9300
10641, Norway,20,12400
10642, Ethiopia,20,11600
10643, Lithuania,20,12400
10644,Hamilton,1960,9300
10645, Uganda,20,9000
10646,Roseau,1960,9300
10647, Finland,20,24100
10648, Palestinian Territory Occupied,20,22200
10649, Zambia,20,9300
10650, Palestinian Territory Occupied,20,11600
10651, Senegal,20,17200
10652, Korea North,20,17200
10653, Trinidad And Tobago,20,17200
10654, Chile,20,22200
10655, Andorra,20,20900
10656, Gambia The,20,9300
10657, Saint-Barthelemy,20,43100
10658, Fiji Islands,20,12400
10659, Andorra,20,9000
10660, Congo,20,25800
10661, Puerto Rico,19,9300
10662,Saint-Denis,1920,20900
10663,Singapur,1960,6500
10664,Stockholm,1950,24100
10665, Faroe Islands,20,9300
10666, Lithuania,20,17200
10667, Liechtenstein,20,12400
10668, Gambia The,20,11600
10669, United Arab Emirates,20,9300
10670, Andorra,20,20900
10671,Belgrade,1950,11600
10672, Lebanon,20,11600
10673, Saudi Arabia,20,9300
10674, Ghana,20,12400
10675,San Juan,1960,11600
10676, Mongolia,20,25800
10677, Kyrgyzstan,20,6500
10678, El Salvador,20,9300
10679, France,20,9000
10680,Asmara,1960,3100
10681,Riga,1960,11600
10682, Rwanda,20,9000
10683, Guinea,20,12400
10684, Northern Mariana Islands,20,5400
10685,Port Vila,1960,22200
10686, Caribbean,18,9300
10687, Montserrat,20,9000
10688, Brazil,20,9000
10689,Phnom Penh,1920,22200
10690, Haiti,20,11600
10691, Gibraltar,19,5400
10692, Puerto Rico,20,5400
10693, Philippines,20,6500
10694, Lebanon,20,6500
10695,Vienna,1950,24100
10696, Botswana,20,9300
10697, Marshall Islands,20,9300
10698, Northern Europe,18,17200
10699,Asmara,1960,17200
10700, South Georgia,20,9300
10701, Greece,20,12400
10702, Mauritius,19,11600
10703, Uzbekistan,19,20900
10704, Thailand,19,25800
10705,Thimphu,1960,9300
10706, Zimbabwe,20,6500
10707,New Delhi,1940,20900
10708,Torshavn,1930,22200
10709, Denmark,20,38600
10710,San Jose,1960,11600
10711,Honiara,1950,12400
10712, Guam,20,12400
10713, Bhutan,20,9300
10714, Caribbean,18,17200
10715, Bolivia,20,9300
10716,Kigali,1920,11600
10717,Niamey,1940,22200
10718, Cote D'Ivoire (Ivory Coast),20,9000
10719, Japan,19,6500
10720, Senegal,19,9300
10721, Denmark,20,9000
10722, Bahrain,20,9300
10723, El Salvador,20,5400
10724, British Indian Ocean Territory,19,38600
10725, Sierra Leone,20,22200
10726,Yaounde,1950,12400
10727, Taiwan,20,6500
10728, Portugal,20,11600
10729,Port of Spain,1950,9300
10730,Asmara,1960,6500
10731, Iraq,19,9000
10732,Cairo,1960,9300
10733, New Zealand,20,9000
10734, Zimbabwe,20,17200
10735, Japan,20,9300
10736, Slovakia,20,9000
10737, Antigua And Barbuda,20,6500
10738, Kuwait,20,12400
10739,Hamilton,1930,42800
10740, Netherlands The,20,22200
10741, Reunion,20,9000
10742, Kazakhstan,20,11600
10743, Gabon,19,17200
10744, Puerto Rico,20,34400
10745, Bosnia and Herzegovina,20,17200
10746,Tashkent,1930,12400
10747, French Southern Territories,20,9300
10748,Thimphu,1960,22200
10749,Canberra,1960,9300
10750, Nauru,20,9000
10751, Guadeloupe,20,34400
10752,Tehran,1930,39500
10753, Chad,20,12400
10754, Djibouti,20,17200
10755,Lilongwe,1940,3100
10756, Micronesia,20,9000
10757, Ukraine,20,43100
10758,Stockholm,1960,6500
10759, Africa,19,17200
10760, Western Africa,21,24100
10761,Kralendijk,1940,12400
10762, Syria,20,22200
10763, Pitcairn Island,20,9300
10764,Pristina,1960,17200
10765,Dili,1950,9300
10766, Man (Isle of),20,9000
10767, Chad,19,5400
10768,Bamako,1930,22200
10769, Ecuador,20,12400
10770, Yemen,20,5400
10771, Yemen,19,22200
10772, French Southern Territories,20,9300
10773," Bonaire, Sint Eustatius and Saba",20,9300
10774, Uruguay,20,20900
10775,Paramaribo,1960,11600
10776, Maldives,20,12400
10777, Cyprus,20,5400
10778,Vatican City,1960,9000
10779, Virgin Islands (US),20,20900
10780, Congo The Democratic Republic Of The,20,11600
10781, Sint Maarten (Dutch part),19,9000
10782,Dili,1960,5400
10783,Quito,1960,43100
10784,Dili,1960,24100
10785, Ethiopia,20,38600
10786, Oceania,21,34700
10787, Bhutan,19,9000
10788, Saint Lucia,20,9300
10789, Finland,20,9300
10790,Avarua,1960,22200
10791,Bamako,1960,9000
10792, Palau,20,17200
10793, Argentina,20,6500
10794, Palestinian Territory Occupied,20,3100
10795,Kingston,1960,9300
10796, Christmas Island,20,9300
10797,Torshavn,1930,9000
10798,Noumea,1950,20900
10799, Guinea-Bissau,20,20900
10800, Greece,19,9300
